r,"C(r, t=50000.0)"
0.0,0.0
0.006329113924050633,0.0
0.012658227848101266,0.0
0.0189873417721519,0.0
0.02531645569620253,0.0
0.03164556962025317,0.0
0.0379746835443038,0.0
0.04430379746835443,0.0
0.05063291139240506,0.0
0.056962025316455694,0.0
0.06329113924050633,0.0
0.06962025316455696,0.0
0.0759493670886076,0.0
0.08227848101265822,0.0
0.08860759493670886,0.0
0.09493670886075949,0.0
0.10126582278481013,0.0
0.10759493670886076,0.0
0.11392405063291139,0.0
0.12025316455696203,0.0
0.12658227848101267,0.0
0.13291139240506328,0.0
0.13924050632911392,0.0
0.14556962025316456,0.0
0.1518987341772152,0.0
0.15822784810126583,0.0
0.16455696202531644,0.0
0.17088607594936708,0.0
0.17721518987341772,0.0
0.18354430379746836,0.0
0.18987341772151897,0.0
0.1962025316455696,0.0
0.20253164556962025,0.0
0.2088607594936709,0.0
0.21518987341772153,0.0
0.22151898734177214,0.0
0.22784810126582278,0.0
0.23417721518987342,0.0
0.24050632911392406,0.0
0.24683544303797467,0.0
0.25316455696202533,0.0
0.25949367088607594,0.0
0.26582278481012656,0.0
0.2721518987341772,0.0
0.27848101265822783,0.0
0.2848101265822785,0.0
0.2911392405063291,0.0
0.2974683544303797,0.0
0.3037974683544304,0.0
0.310126582278481,0.0
0.31645569620253167,0.0
0.3227848101265823,0.0
0.3291139240506329,0.0
0.33544303797468356,0.0
0.34177215189873417,0.0
0.3481012658227848,0.0
0.35443037974683544,0.0
0.36075949367088606,0.0
0.3670886075949367,0.0
0.37341772151898733,0.0
0.37974683544303794,0.0
0.3860759493670886,0.0
0.3924050632911392,0.0
0.3987341772151899,0.0
0.4050632911392405,0.0
0.4113924050632911,0.0
0.4177215189873418,0.0
0.4240506329113924,0.0
0.43037974683544306,0.0
0.43670886075949367,0.0
0.4430379746835443,0.0
0.44936708860759494,0.0
0.45569620253164556,0.0
0.4620253164556962,0.0
0.46835443037974683,0.0
0.47468354430379744,0.0
0.4810126582278481,0.0
0.4873417721518987,0.0
0.49367088607594933,0.0
0.5,0.0
